System,Current_Periods,Gap_Start,Gap_End,Suggested_Periods,Confidence_Level,Quality_Score
"BD-06 1339",3.8728;125.9400,3.8728,125.9400,7.7456;15.4912;30.9824;61.9648;123.9296,HIGH,3.40
"Kepler-1996",32.3762;92.7297,32.3762,92.7297,53.9603;89.9338,MEDIUM,7.84
"Kepler-395",7.0543;34.9893,7.0543,34.9893,10.5815;15.8723;23.8084,HIGH,6.01
"Kepler-864",2.4215;5.8338,2.4215,5.8338,3.2287;4.3049;5.7399,MEDIUM,6.86
"HD 189567",14.2880;33.6880,14.2880,33.6880,21.4320;32.1480,HIGH,6.10
"BD-11 4672",74.2000;1634.0000,74.2000,1634.0000,148.4000;296.8000;593.6000;1187.2000,MEDIUM,8.12
"TOI-2525",23.2856;49.2519,23.2856,49.2519,46.5712,MEDIUM,5.68
"KOI-1783",134.4628;284.2150,134.4628,284.2150,268.9256,MEDIUM,5.64
"Kepler-197",5.5993;10.3497;15.6776;25.2097,5.5993,10.3497,7.4657;9.9543,MEDIUM,7.36
"Kepler-197",5.5993;10.3497;15.6776;25.2097,10.3497,15.6776,15.5245,HIGH,4.49
"Kepler-197",5.5993;10.3497;15.6776;25.2097,15.6776,25.2097,26.1293,HIGH,7.56
"Kepler-1315",0.8434;6.5661,0.8434,6.5661,1.6868;3.3735,HIGH,4.19
"GJ 3138",1.2200;5.9740;257.8000,1.2200,5.9740,2.4401;4.8801,MEDIUM,7.44
"GJ 3138",1.2200;5.9740;257.8000,5.9740,257.8000,11.9480;23.8960;47.7920;95.5840;191.1680,HIGH,4.56
"Kepler-138",10.3134;13.7815;23.0923;38.2300,10.3134,13.7815,20.6268,HIGH,4.61
"Kepler-138",10.3134;13.7815;23.0923;38.2300,13.7815,23.0923,22.9692,HIGH,6.07
"Kepler-138",10.3134;13.7815;23.0923;38.2300,23.0923,38.2300,38.4872,HIGH,6.13
"Kepler-257",2.3827;6.5815;24.6646,2.3827,6.5815,3.5740;5.3610,MEDIUM,7.83
"Kepler-257",2.3827;6.5815;24.6646,6.5815,24.6646,10.9691;18.2819,MEDIUM,8.86
"Kepler-172",2.9403;6.3890;14.6271;35.1187,2.9403,6.3890,3.9204;5.2272,LOW,10.05
"Kepler-172",2.9403;6.3890;14.6271;35.1187,6.3890,14.6271,9.5835;14.3752,HIGH,5.08
"Kepler-172",2.9403;6.3890;14.6271;35.1187,14.6271,35.1187,19.5028;26.0038;34.6717,MEDIUM,6.77
"HD 63935",9.0588;21.4027,9.0588,21.4027,13.5882;20.3823,HIGH,6.17
"Kepler-103",15.9653;179.6098,15.9653,179.6098,23.9480;35.9220;53.8830;80.8245;121.2367,HIGH,5.71
"Kepler-175",11.9035;34.0353,11.9035,34.0353,19.8392;33.0653,MEDIUM,7.78
"Kepler-398",4.0814;6.8344;11.4194,4.0814,6.8344,6.8024,HIGH,6.04
"Kepler-398",4.0814;6.8344;11.4194,6.8344,11.4194,11.3906,HIGH,5.93
"HD 99706",841.0000;1278.0000,841.0000,1278.0000,1261.5000,HIGH,4.65
"HD 80653",0.7196;921.2000,0.7196,921.2000,1.4391;2.8783;5.7566;11.5132;23.0263;46.0527;92.1053;184.2107;368.4214;736.8428,HIGH,4.45
"Kepler-248",6.3082;16.2395,6.3082,16.2395,7.8853;9.8566;12.3207;15.4009,MEDIUM,9.59
"Kepler-730",2.8519;6.4917,2.8519,6.4917,4.2778;6.4167,HIGH,4.89
"GJ 3929",2.6162;15.0400,2.6162,15.0400,3.4883;4.6511;6.2014;8.2686;11.0248;14.6997,MEDIUM,7.32
"KOI-1599",13.6088;20.4415,13.6088,20.4415,20.4132,HIGH,4.07
"Kepler-401",14.3830;47.3182;184.2564,14.3830,47.3182,19.1774;25.5698;34.0931;45.4575,MEDIUM,7.52
"Kepler-401",14.3830;47.3182;184.2564,47.3182,184.2564,94.6364,HIGH,4.63
"GJ 433",7.3705;36.0590;5094.1050,7.3705,36.0590,14.7410;29.4820,MEDIUM,7.41
"GJ 433",7.3705;36.0590;5094.1050,36.0590,5094.1050,72.1180;144.2360;288.4720;576.9440;1153.8880;2307.7760;4615.5520,HIGH,6.69
"Pr0211",2.1461;4850.0000,2.1461,4850.0000,4.2922;8.5844;17.1688;34.3376;68.6752;137.3504;274.7008;549.4016;1098.8032;2197.6064;4395.2128,HIGH,6.03
"Kepler-111",3.3418;224.7783,3.3418,224.7783,6.6836;13.3673;26.7345;53.4690;106.9381;213.8762,HIGH,3.89
"Kepler-390",6.7381;13.0600,6.7381,13.0600,13.4762,HIGH,4.34
"HD 95089",464.4000;1785.0000,464.4000,1785.0000,696.6000;1044.9000;1567.3500,MEDIUM,9.09
"HD 113538",663.2000;1818.0000,663.2000,1818.0000,994.8000;1492.2000,MEDIUM,8.61
"K2-195",15.8530;28.4828,15.8530,28.4828,21.1373;28.1831,MEDIUM,6.39
"Kepler-344",21.9639;125.5968,21.9639,125.5968,29.2853;39.0470;52.0627;69.4169;92.5559;123.4078,MEDIUM,7.24
"TOI-700",9.9772;16.0511;27.8098;37.4240,9.9772,16.0511,16.6287,HIGH,7.54
"TOI-700",9.9772;16.0511;27.8098;37.4240,16.0511,27.8098,26.7519,HIGH,7.78
"TOI-700",9.9772;16.0511;27.8098;37.4240,27.8098,37.4240,55.6196,HIGH,4.96
"Kepler-236",8.2956;23.9681,8.2956,23.9681,13.8260;23.0434,MEDIUM,8.14
"Kepler-205",2.7556;20.3065,2.7556,20.3065,3.6742;4.8989;6.5319;8.7092;11.6122;15.4830,MEDIUM,7.93
"Kepler-937",67.6688;153.3434,67.6688,153.3434,101.5032;152.2549,HIGH,4.74
"HD 7924",5.3979;15.2990;24.4510,5.3979,15.2990,8.9965;14.9942,MEDIUM,7.48
"HD 7924",5.3979;15.2990;24.4510,15.2990,24.4510,25.4983,MEDIUM,7.85
"TOI-4010",1.3483;5.4147;14.7089;762.0000,1.3483,5.4147,2.6967;5.3933,HIGH,3.10
"TOI-4010",1.3483;5.4147;14.7089;762.0000,5.4147,14.7089,8.1220;12.1830,MEDIUM,8.30
"TOI-4010",1.3483;5.4147;14.7089;762.0000,14.7089,762.0000,22.0633;33.0949;49.6424;74.4636;111.6954;167.5431;251.3147;376.9720;565.4580,MEDIUM,6.01
"Kepler-825",3.7736;8.1818,3.7736,8.1818,5.0315;6.7086,LOW,9.98
"Kepler-311",9.1761;19.7383;232.0403,9.1761,19.7383,12.2348;16.3131,LOW,9.71
"Kepler-311",9.1761;19.7383;232.0403,19.7383,232.0403,39.4766;78.9531;157.9063,HIGH,4.51
"Kepler-415",4.1760;8.7080,4.1760,8.7080,8.3520,MEDIUM,4.93
"HAT-P-17",10.3385;5584.0000,10.3385,5584.0000,20.6770;41.3541;82.7082;165.4163;330.8326;661.6653;1323.3306;2646.6611;5293.3222,HIGH,3.75
"TOI-1408",2.1664;4.4259,2.1664,4.4259,4.3328,HIGH,3.87
"Kepler-69",13.7223;242.4613,13.7223,242.4613,20.5835;30.8753;46.3129;69.4694;104.2040;156.3060;234.4591,HIGH,5.55
"NN Ser",2883.5000;5573.5500,2883.5000,5573.5500,5767.0000,HIGH,4.48
"Kepler-216",7.6936;17.4067,7.6936,17.4067,11.5405;17.3107,HIGH,4.68
"Kepler-289",34.5383;66.0282;125.8723;330.0716,34.5383,66.0282,69.0766,MEDIUM,5.01
"Kepler-289",34.5383;66.0282;125.8723;330.0716,66.0282,125.8723,132.0564,MEDIUM,5.14
"Kepler-289",34.5383;66.0282;125.8723;330.0716,125.8723,330.0716,251.7446,HIGH,6.53
"Kepler-266",6.6183;107.7236,6.6183,107.7236,13.2367;26.4733;52.9466;105.8933,HIGH,3.45
"Kepler-270",11.4761;25.2629,11.4761,25.2629,17.2141,HIGH,6.58
"Kepler-183",5.6879;11.6371,5.6879,11.6371,11.3759,HIGH,3.95
"Kepler-280",2.1395;4.8071,2.1395,4.8071,3.2093,HIGH,5.57
"Kepler-155",5.9312;52.6618,5.9312,52.6618,8.8968;13.3452;20.0178;30.0267;45.0400,MEDIUM,7.67
"Kepler-300",10.4463;40.7150,10.4463,40.7150,20.8927,HIGH,4.58
"Kepler-214",15.6605;28.7798,15.6605,28.7798,20.8807;27.8410,MEDIUM,7.16
"Kepler-298",10.4755;22.9288;77.4736,10.4755,22.9288,17.4591,MEDIUM,9.05
"Kepler-298",10.4755;22.9288;77.4736,22.9288,77.4736,34.3932;51.5898;77.3847,HIGH,4.78
"Kepler-225",6.7390;18.7942,6.7390,18.7942,11.2316;18.7194,MEDIUM,6.93
"Kepler-329",7.4164;18.6847,7.4164,18.6847,14.8328,MEDIUM,7.29
"Kepler-286",1.7963;3.4681;5.9143;29.2213,1.7963,3.4681,3.5926,HIGH,4.53
"Kepler-286",1.7963;3.4681;5.9143;29.2213,3.4681,5.9143,5.7802,HIGH,6.96
"Kepler-286",1.7963;3.4681;5.9143;29.2213,5.9143,29.2213,11.8286;23.6573,HIGH,6.29
"Kepler-226",3.9410;5.3496;8.1090,3.9410,5.3496,7.8820,HIGH,5.40
"Kepler-226",3.9410;5.3496;8.1090,5.3496,8.1090,8.0243,HIGH,4.53
"Kepler-386",12.3104;25.1935,12.3104,25.1935,24.6209,HIGH,3.96
"Kepler-222",3.9370;10.0888;28.0819,3.9370,10.0888,4.9212;6.1515;7.6894;9.6118,MEDIUM,9.49
"Kepler-222",3.9370;10.0888;28.0819,10.0888,28.0819,16.8147;28.0245,MEDIUM,6.87
"Kepler-104",11.4275;23.6682;51.7554,11.4275,23.6682,22.8551,HIGH,4.58
"Kepler-104",11.4275;23.6682;51.7554,23.6682,51.7554,39.4470,MEDIUM,9.10
"Kepler-363",3.6146;7.5424;11.9321,3.6146,7.5424,7.2291,MEDIUM,4.97
"Kepler-363",3.6146;7.5424;11.9321,7.5424,11.9321,11.3136,MEDIUM,6.73
"Kepler-384",22.5971;45.3483,22.5971,45.3483,45.1941,HIGH,2.97
"Kepler-308",9.6949;15.3823,9.6949,15.3823,14.5424,MEDIUM,6.89
"Kepler-364",25.7457;59.9806,25.7457,59.9806,38.6186;57.9279,HIGH,5.68
"Kepler-147",12.6106;33.4164,12.6106,33.4164,25.2212,HIGH,6.01
"Kepler-382",5.2622;12.1627,5.2622,12.1627,7.8932;11.8398,HIGH,5.41
"Kepler-135",6.0025;11.4487,6.0025,11.4487,12.0051,MEDIUM,5.12
"Kepler-228",2.5665;4.1344;11.0943,2.5665,4.1344,4.2776,HIGH,7.47
"Kepler-228",2.5665;4.1344;11.0943,4.1344,11.0943,8.2689,HIGH,6.01
"Kepler-371",34.7633;67.9680,34.7633,67.9680,69.5266,HIGH,3.92
"Kepler-374",1.8978;3.2828;5.0282,1.8978,3.2828,3.1630,HIGH,7.69
"Kepler-374",1.8978;3.2828;5.0282,3.2828,5.0282,4.9242,HIGH,5.06
"Kepler-254",5.8267;12.4122;18.7465,5.8267,12.4122,7.7689;10.3585,LOW,9.48
"Kepler-254",5.8267;12.4122;18.7465,12.4122,18.7465,18.6183,HIGH,4.34
"Kepler-1610",8.7018;44.9852,8.7018,44.9852,13.0527;19.5791;29.3686;44.0529,HIGH,5.32
"Kepler-309",5.9237;105.3564,5.9237,105.3564,8.8855;13.3282;19.9923;29.9885;44.9827;67.4741;101.2112,HIGH,5.64
"Kepler-378",16.0924;28.9060,16.0924,28.9060,21.4565;28.6086,MEDIUM,6.38
"Kepler-357",6.4754;16.8584;49.4999,6.4754,16.8584,9.7132;14.5697,MEDIUM,9.24
"Kepler-357",6.4754;16.8584;49.4999,16.8584,49.4999,33.7167,HIGH,5.56
"Kepler-149",29.1989;55.3283;160.0180,29.1989,55.3283,58.3979,MEDIUM,5.43
"Kepler-149",29.1989;55.3283;160.0180,55.3283,160.0180,92.2139;153.6898,MEDIUM,8.17
"Kepler-340",14.8444;22.8247,14.8444,22.8247,22.2666,HIGH,5.25
"Kepler-110",12.6911;31.7198,12.6911,31.7198,16.9215;22.5620;30.0826,MEDIUM,7.81
"Kepler-273",2.9365;8.0149,2.9365,8.0149,4.4048;6.6072,MEDIUM,8.46
"Kepler-732",0.8930;9.4678,0.8930,9.4678,1.7861;3.5722;7.1443,HIGH,4.85
"Kepler-269",5.3267;8.1279,5.3267,8.1279,7.9901,HIGH,4.86
"Kepler-760",2.4670;8.7042,2.4670,8.7042,3.7005;5.5507;8.3260,HIGH,5.89
"Kepler-10",0.8375;45.2943;151.0600,0.8375,45.2943,1.6750;3.3500;6.6999;13.3999;26.7997,HIGH,4.87
"Kepler-10",0.8375;45.2943;151.0600,45.2943,151.0600,67.9415;101.9122,HIGH,5.89
"Kepler-142",2.0242;4.7617;41.8091,2.0242,4.7617,3.0362;4.5543,HIGH,6.02
"Kepler-142",2.0242;4.7617;41.8091,4.7617,41.8091,7.1426;10.7138;16.0707;24.1061;36.1592,MEDIUM,7.78
"Kepler-400",9.0244;17.3408,9.0244,17.3408,18.0488,HIGH,4.76
"Kepler-355",11.0319;25.7623,11.0319,25.7623,16.5478;24.8218,HIGH,5.76
"Kepler-345",7.4156;9.3874,7.4156,9.3874,9.8874,MEDIUM,7.73
"TOI-1238",0.7646;3.2947,0.7646,3.2947,1.0195;1.3593;1.8124;2.4165;3.2220,MEDIUM,7.24
"Kepler-134",5.3174;10.1058,5.3174,10.1058,10.6349,MEDIUM,5.29
"Kepler-370",4.5795;19.0229,4.5795,19.0229,9.1591;18.3181,HIGH,4.25
"Kepler-380",3.9308;7.6300,3.9308,7.6300,7.8616,HIGH,4.27
"Kepler-118",7.5185;20.1720,7.5185,20.1720,15.0370,HIGH,6.01
"Kepler-243",5.7154;20.0262,5.7154,20.0262,8.5732;12.8597;19.2896,HIGH,5.70
"Kepler-246",4.6018;11.1872,4.6018,11.1872,6.1358;8.1810;10.9080,MEDIUM,7.09
"Kepler-244",4.3118;9.7673;20.0504,4.3118,9.7673,6.4677;9.7015,HIGH,4.73
"Kepler-244",4.3118;9.7673;20.0504,9.7673,20.0504,19.5346,HIGH,4.12
"Kepler-387",6.7916;11.8375,6.7916,11.8375,11.3194,MEDIUM,8.09
"Kepler-758",4.7579;8.1935;12.1097;20.4966,4.7579,8.1935,7.9299,HIGH,7.46
"Kepler-758",4.7579;8.1935;12.1097;20.4966,8.1935,12.1097,12.2902,HIGH,4.73
"Kepler-758",4.7579;8.1935;12.1097;20.4966,12.1097,20.4966,20.1829,HIGH,6.58
"Kepler-187",4.9389;10.6403,4.9389,10.6403,6.5852;8.7802,LOW,9.76
"Kepler-362",10.3272;37.8663,10.3272,37.8663,17.2120;28.6866,MEDIUM,8.80
"Kepler-365",10.6649;17.7841,10.6649,17.7841,17.7748,HIGH,5.83
"Kepler-372",6.8497;20.0538;30.0926,6.8497,20.0538,11.4162;19.0269,MEDIUM,8.60
"Kepler-372",6.8497;20.0538;30.0926,20.0538,30.0926,30.0806,HIGH,4.02
"Kepler-152",18.2080;88.2551,18.2080,88.2551,36.4159;72.8319,MEDIUM,7.09
"Kepler-406",2.4263;4.6233,2.4263,4.6233,4.8526,MEDIUM,5.16
"Kepler-97",2.5866;789.0000,2.5866,789.0000,5.1733;10.3466;20.6931;41.3862;82.7725;165.5450;331.0899;662.1798,HIGH,5.07
"Kepler-146",31.1588;76.7322,31.1588,76.7322,41.5451;55.3934;73.8579,MEDIUM,7.42
"Kepler-181",3.1379;4.3021,3.1379,4.3021,6.2757,HIGH,5.91
"Kepler-144",5.8853;10.1047,5.8853,10.1047,9.8088,HIGH,7.31
"Kepler-182",9.8258;20.6843,9.8258,20.6843,19.6516,MEDIUM,5.43
"Kepler-156",4.9735;15.9068,4.9735,15.9068,6.6313;8.8417;11.7889;15.7186,MEDIUM,6.94
"Kepler-274",11.6348;33.1979,11.6348,33.1979,19.3913;32.3189,MEDIUM,7.71
"Kepler-174",13.9818;44.0005;247.3537,13.9818,44.0005,18.6424;24.8565;33.1420,MEDIUM,7.81
"Kepler-174",13.9818;44.0005;247.3537,44.0005,247.3537,88.0011;176.0021,MEDIUM,7.33
"XO-2 S",18.1570;120.8000,18.1570,120.8000,36.3140;72.6280,HIGH,5.53
"Kepler-196",20.7399;47.4277;122.0800,20.7399,47.4277,31.1098;46.6647,HIGH,5.05
"Kepler-196",20.7399;47.4277;122.0800,47.4277,122.0800,59.2847;74.1058;92.6323;115.7904,MEDIUM,9.59
"Kepler-218",3.6193;44.6996;124.5245,3.6193,44.6996,5.4290;8.1435;12.2153;18.3229;27.4843;41.2265,MEDIUM,8.93
"Kepler-218",3.6193;44.6996;124.5245,44.6996,124.5245,74.4993;124.1655,MEDIUM,6.90
"Kepler-94",2.5081;820.3000,2.5081,820.3000,5.0161;10.0322;20.0645;40.1290;80.2579;160.5158;321.0317;642.0634,HIGH,6.11
"Kepler-348",7.0568;17.2654,7.0568,17.2654,9.4090;12.5454;16.7272,MEDIUM,7.25
"KIC 9663113",20.7403;572.3847,20.7403,572.3847,41.4806;82.9611;165.9223;331.8445,MEDIUM,8.22
"Kepler-436",16.7971;64.0020,16.7971,64.0020,22.3962;29.8616;39.8154;53.0873,MEDIUM,8.99
"Kepler-432",52.5011;406.2000,52.5011,406.2000,78.7517;118.1275;177.1913;265.7870;398.6804,HIGH,5.31
"WASP-41",3.0524;421.0000,3.0524,421.0000,6.1048;12.2096;24.4192;48.8384;97.6768;195.3536;390.7072,HIGH,6.98
"Kepler-424",3.3119;223.3000,3.3119,223.3000,6.6237;13.2475;26.4949;52.9898;105.9797;211.9593,HIGH,3.92
"HD 128311",453.0190;921.5380,453.0190,921.5380,906.0380,HIGH,3.66
"Kepler-449",12.5824;33.6727,12.5824,33.6727,25.1648,HIGH,5.88
"HD 1461",5.7715;13.5052,5.7715,13.5052,8.6573;12.9859,HIGH,5.83
"HD 219134",3.0929;6.7646;22.7170;46.8590;94.2000;2247.0000,3.0929,6.7646,5.1549,MEDIUM,9.09
"HD 219134",3.0929;6.7646;22.7170;46.8590;94.2000;2247.0000,6.7646,22.7170,10.1469;15.2203,HIGH,5.67
"HD 219134",3.0929;6.7646;22.7170;46.8590;94.2000;2247.0000,22.7170,46.8590,45.4340,HIGH,4.37
"HD 219134",3.0929;6.7646;22.7170;46.8590;94.2000;2247.0000,46.8590,94.2000,93.7180,HIGH,3.06
"HD 219134",3.0929;6.7646;22.7170;46.8590;94.2000;2247.0000,94.2000,2247.0000,188.4000;376.8000;753.6000;1507.2000,HIGH,4.02
"OGLE-2006-BLG-109L",1788.5000;4927.5000,1788.5000,4927.5000,2682.7500;4024.1250,MEDIUM,8.78
"Kepler-430",35.9680;110.9790,35.9680,110.9790,44.9600;56.2000;70.2500;87.8125;109.7656,MEDIUM,8.92
"Kepler-799",15.1942;133.4605,15.1942,133.4605,22.7913;34.1869;51.2804;76.9206;115.3810,MEDIUM,7.78
"Kepler-769",7.4261;15.9870,7.4261,15.9870,9.9015;13.2019,LOW,9.74
"Kepler-784",17.1572;31.5923,17.1572,31.5923,22.8763;30.5018,MEDIUM,7.23
"Kepler-755",1.2691;2.8531,1.2691,2.8531,1.9036,HIGH,5.54
"Kepler-975",1.9703;5.0582,1.9703,5.0582,2.4629;3.0787;3.8483;4.8104,MEDIUM,9.53
"Kepler-963",0.9198;9.9768,0.9198,9.9768,1.3797;2.0695;3.1043;4.6564;6.9846,MEDIUM,8.70
"Kepler-466",3.7092;51.0793,3.7092,51.0793,5.5638;8.3457;12.5186;18.7779;28.1668;42.2503,MEDIUM,7.06
"Kepler-1181",4.8934;8.9348,4.8934,8.9348,6.5245;8.6993,MEDIUM,6.94
"Kepler-549",24.6148;42.9496;117.0405,24.6148,42.9496,41.0247,MEDIUM,8.15
"Kepler-549",24.6148;42.9496;117.0405,42.9496,117.0405,64.4243;96.6365,MEDIUM,8.41
"Kepler-1245",2.9366;4.3541,2.9366,4.3541,4.4049,HIGH,4.58
"Kepler-1162",32.5637;59.2841,32.5637,59.2841,43.4183;57.8910,MEDIUM,6.84
"Kepler-1126",108.5933;199.6688,108.5933,199.6688,144.7911;193.0548,MEDIUM,7.18
"Kepler-1130",3.2666;4.2723;5.4530,3.2666,4.2723,6.5333,HIGH,5.46
"Kepler-1130",3.2666;4.2723;5.4530,4.2723,5.4530,5.6963,MEDIUM,7.34
"Kepler-804",9.6519;14.3746,9.6519,14.3746,14.4778,HIGH,4.36
"HD 4203",431.8800;6700.0000,431.8800,6700.0000,863.7600;1727.5200;3455.0400,HIGH,4.06
"Kepler-1365",4.7747;7.6999,4.7747,7.6999,7.9578,HIGH,7.42
"Kepler-763",1.1966;4.0967;6.5033,1.1966,4.0967,1.7948;2.6922;4.0384,HIGH,5.11
"Kepler-763",1.1966;4.0967;6.5033,4.0967,6.5033,6.1450,MEDIUM,6.92
"Kepler-524",1.8890;7.9742,1.8890,7.9742,3.7780;7.5559,HIGH,4.81
"Kepler-534",7.3787;15.9599,7.3787,15.9599,9.8383;13.1177,LOW,9.90
"Kepler-1312",1.1161;5.4483,1.1161,5.4483,2.2322;4.4645,MEDIUM,7.33
"Kepler-1165",9.4785;29.9687,9.4785,29.9687,12.6380;16.8507;22.4676;29.9568,MEDIUM,6.71
"Kepler-1398",2.7882;4.1383,2.7882,4.1383,4.1822,HIGH,4.53
"Kepler-625",4.1654;7.7519,4.1654,7.7519,5.5538;7.4051,MEDIUM,7.59
"Kepler-1085",56.7771;219.3218,56.7771,219.3218,85.1656;127.7485;191.6227,MEDIUM,9.04
"Kepler-633",8.5034;23.7832,8.5034,23.7832,14.1723;23.6206,MEDIUM,7.03
"Kepler-1471",3.6390;11.6045,3.6390,11.6045,4.8520;6.4693;8.6258;11.5010,MEDIUM,6.88
"Kepler-598",3.7018;86.4945,3.7018,86.4945,7.4035;14.8070;29.6140;59.2281,MEDIUM,7.95
"Kepler-969",1.6829;34.1732,1.6829,34.1732,3.3659;6.7317;13.4635;26.9270,MEDIUM,7.46
"Kepler-1016",1.9545;105.6551,1.9545,105.6551,3.9090;7.8181;15.6362;31.2724;62.5448,HIGH,4.86
"Kepler-1488",6.1583;39.8190,6.1583,39.8190,9.2374;13.8561;20.7842;31.1762,MEDIUM,8.93
"Kepler-501",3.6228;5.6407,3.6228,5.6407,5.4341,HIGH,5.90
"K2-8",5.0642;10.3524,5.0642,10.3524,10.1283,HIGH,3.91
"Kepler-1600",7.2980;386.3705,7.2980,386.3705,14.5961;29.1922;58.3844;116.7688;233.5376,HIGH,4.76
"Kepler-1518",5.1118;9.6310,5.1118,9.6310,10.2236,MEDIUM,5.70
"Kepler-589",3.5247;16.5496,3.5247,16.5496,7.0493;14.0986,MEDIUM,7.84
"K2-75",7.8142;18.3110,7.8142,18.3110,11.7213;17.5819,HIGH,5.88
"K2-83",2.7470;9.9977,2.7470,9.9977,4.5783;7.6305,MEDIUM,9.04
"GJ 3293",13.2543;30.5987;48.1345;122.6196,13.2543,30.5987,19.8815;29.8222,HIGH,5.37
"GJ 3293",13.2543;30.5987;48.1345;122.6196,30.5987,48.1345,45.8980,MEDIUM,6.44
"GJ 3293",13.2543;30.5987;48.1345;122.6196,48.1345,122.6196,80.2242,MEDIUM,8.25
"K2-84",6.4215;27.8600,6.4215,27.8600,8.5620;11.4160;15.2213;20.2951;27.0601,MEDIUM,7.36
"K2-35",2.4000;5.6084,2.4000,5.6084,3.5999;5.3999,HIGH,5.79
"K2-72",5.5772;7.7602;15.1890;24.1589,5.5772,7.7602,7.4363,MEDIUM,7.38
"K2-72",5.5772;7.7602;15.1890;24.1589,7.7602,15.1890,15.5204,HIGH,3.87
"K2-72",5.5772;7.7602;15.1890;24.1589,15.1890,24.1589,22.7836,MEDIUM,7.02
"GJ 1148",41.3800;532.5800,41.3800,532.5800,82.7600;165.5200;331.0400,MEDIUM,6.94
"WASP-53",3.3098;2840.0000,3.3098,2840.0000,6.6197;13.2394;26.4788;52.9575;105.9150;211.8300;423.6601;847.3201;1694.6403,HIGH,4.36
"HD 37124",154.3780;885.5000;1862.0000,154.3780,885.5000,205.8373;274.4498;365.9330;487.9107;650.5476;867.3968,MEDIUM,7.28
"HD 37124",154.3780;885.5000;1862.0000,885.5000,1862.0000,1771.0000,MEDIUM,5.37
"HD 34445",49.1750;117.8700;214.6700;676.8000;1049.0000;5700.0000,49.1750,117.8700,65.5667;87.4222;116.5630,MEDIUM,6.73
"HD 34445",49.1750;117.8700;214.6700;676.8000;1049.0000;5700.0000,117.8700,214.6700,157.1600;209.5467,MEDIUM,6.85
"HD 34445",49.1750;117.8700;214.6700;676.8000;1049.0000;5700.0000,214.6700,676.8000,286.2267;381.6356;508.8474,MEDIUM,7.76
"HD 34445",49.1750;117.8700;214.6700;676.8000;1049.0000;5700.0000,676.8000,1049.0000,1015.2000,HIGH,5.66
"HD 34445",49.1750;117.8700;214.6700;676.8000;1049.0000;5700.0000,1049.0000,5700.0000,1573.5000;2360.2500;3540.3750;5310.5625,MEDIUM,10.02
"K2-62",6.6720;16.1966,6.6720,16.1966,8.8960;11.8614;15.8152,MEDIUM,7.05
"Kepler-20",3.6961;6.0985;10.8541;19.5783;34.9400;77.6115,3.6961,6.0985,6.1602,HIGH,6.30
"Kepler-20",3.6961;6.0985;10.8541;19.5783;34.9400;77.6115,6.0985,10.8541,8.1313;10.8418,MEDIUM,6.07
"Kepler-20",3.6961;6.0985;10.8541;19.5783;34.9400;77.6115,10.8541,19.5783,14.4721;19.2961,MEDIUM,6.52
"Kepler-20",3.6961;6.0985;10.8541;19.5783;34.9400;77.6115,19.5783,34.9400,26.1044;34.8059,MEDIUM,6.16
"Kepler-20",3.6961;6.0985;10.8541;19.5783;34.9400;77.6115,34.9400,77.6115,52.4100,HIGH,6.14
"Wolf 1061",4.8869;17.8719;217.2100,4.8869,17.8719,8.1448;13.5747,MEDIUM,8.89
"Wolf 1061",4.8869;17.8719;217.2100,17.8719,217.2100,35.7438;71.4876;142.9752,HIGH,4.32
"K2-21",9.3250;15.5019,9.3250,15.5019,15.5417,HIGH,5.93
"K2-190",10.0989;21.5740,10.0989,21.5740,13.4651;17.9535,LOW,9.48
"HD 12661",262.7086;1708.0000,262.7086,1708.0000,394.0629;591.0944;886.6416;1329.9624,MEDIUM,8.82
"K2-201",1.0598;22.7799,1.0598,22.7799,2.1196;4.2392;8.4783;16.9566,HIGH,4.65
"HD 154857",408.6000;3452.0000,408.6000,3452.0000,817.2000;1634.4000;3268.8001,HIGH,4.45
"K2-219",3.9013;6.6677;11.1373,3.9013,6.6677,6.5021,HIGH,7.07
"K2-219",3.9013;6.6677;11.1373,6.6677,11.1373,11.1128,HIGH,5.91
"K2-266",0.6585;7.8140;14.6970;19.4820,0.6585,7.8140,1.3170;2.6341;5.2682,HIGH,4.28
"K2-266",0.6585;7.8140;14.6970;19.4820,7.8140,14.6970,15.6280,MEDIUM,5.78
"K2-266",0.6585;7.8140;14.6970;19.4820,14.6970,19.4820,29.3940,HIGH,4.79
"K2-224",4.4790;10.0949,4.4790,10.0949,6.7186;10.0778,HIGH,4.56
"K2-229",0.5842;8.3273,0.5842,8.3273,0.8763;1.3145;1.9717;2.9576;4.4364;6.6546,MEDIUM,6.49
"K2-188",1.7422;7.8103,1.7422,7.8103,2.6133;3.9199;5.8798,MEDIUM,6.29
"K2-243",11.5418;24.9460,11.5418,24.9460,15.3891;20.5188,LOW,9.87
"K2-117",1.2916;5.4440,1.2916,5.4440,2.5832;5.1664,HIGH,4.76
"HD 47186",4.0845;1353.6000,4.0845,1353.6000,8.1690;16.3380;32.6760;65.3520;130.7040;261.4080;522.8160;1045.6320,HIGH,6.12
"K2-239",5.2400;7.7750;10.1150,5.2400,7.7750,7.8600,HIGH,4.54
"K2-239",5.2400;7.7750;10.1150,7.7750,10.1150,15.5500,HIGH,5.71
"K2-240",6.0340;20.5230,6.0340,20.5230,9.0510;13.5765;20.3648,HIGH,4.94
