system_name,planet_name,period_days
Kepler-906,Kepler-906 b,41.6979976
Kepler-922,Kepler-922 b,0.938466832
Kepler-1025,Kepler-1025 b,37.3229493
Kepler-989,Kepler-989 b,7.964315352
Kepler-1019,Kepler-1019 b,1.411229847
Kepler-464,Kepler-464 b,7.256965224
Kepler-943,Kepler-943 b,49.7701438
Kepler-945,Kepler-945 b,31.0033814
Kepler-1010,Kepler-1010 b,34.2685705
Kepler-1043,Kepler-1043 b,38.5053398
Kepler-944,Kepler-944 b,43.3167737
Kepler-942,Kepler-942 b,44.96417488
Kepler-1034,Kepler-1034 b,12.12400943
Kepler-993,Kepler-993 b,22.08557563
Kepler-1013,Kepler-1013 b,18.93054959
Kepler-992,Kepler-992 b,20.16034462
Kepler-403,Kepler-403 b,7.031462
Kepler-951,Kepler-951 b,71.52530845
HD 7199,HD 7199 b,615.0
Kepler-1230,Kepler-1230 b,9.95661537
Kepler-1229,Kepler-1229 b,86.828989
Kepler-1231,Kepler-1231 b,10.41725184
Kepler-1137,Kepler-1137 b,23.9210791
Kepler-1179,Kepler-1179 b,2.685057492
Kepler-1180,Kepler-1180 b,16.8601286
Kepler-1188,Kepler-1188 b,17.1369543
Kepler-1189,Kepler-1189 b,3.78858982
Kepler-1234,Kepler-1234 b,11.94014029
Kepler-1071,Kepler-1071 b,6.1799844
Kepler-1140,Kepler-1140 b,24.0862707
Kepler-1181,Kepler-1181 b,4.89337519
Kepler-94,Kepler-94 b,2.50806
Kepler-1191,Kepler-1191 b,5.60014851
Kepler-1192,Kepler-1192 b,25.2034787
Kepler-518,Kepler-518 b,8.512035877
Kepler-1141,Kepler-1141 b,2.344511944
HD 195019,HD 195019 b,18.20132
Kepler-1184,Kepler-1184 b,53.5991044
Kepler-1065,Kepler-1065 b,3.609308907
Kepler-1193,Kepler-1193 b,2.832652134
Kepler-549,Kepler-549 b,42.9495649
HD 20794,HD 20794 d,89.68
Kepler-1077,Kepler-1077 b,34.3511874
Kepler-1078,Kepler-1078 b,3.00725242
Kepler-1196,Kepler-1196 b,66.1849031
WASP-24,WASP-24 b,2.34121
Kepler-1239,Kepler-1239 b,5.19104016
Kepler-1241,Kepler-1241 b,18.5525701
Kepler-1145,Kepler-1145 b,3.97076766
Kepler-1147,Kepler-1147 b,10.62784997
Kepler-1080,Kepler-1080 b,77.2548396
Kepler-1079,Kepler-1079 b,13.24503188
Kepler-1200,Kepler-1200 b,1.118549717
Kepler-1201,Kepler-1201 b,15.18725932
Kepler-1243,Kepler-1243 b,16.8320729
Kepler-1242,Kepler-1242 b,13.62798432
Kepler-1148,Kepler-1148 b,1.104463509
Kepler-1149,Kepler-1149 b,3.73089898
Kepler-1083,Kepler-1083 b,33.4177993
Kepler-1081,Kepler-1081 b,3.856918547
Kepler-1202,Kepler-1202 b,28.6851324
Kepler-1204,Kepler-1204 b,85.7350285
Kepler-1252,Kepler-1252 b,15.0540329
Kepler-1064,Kepler-1064 b,16.54080322
Kepler-1150,Kepler-1150 b,2.787868386
Kepler-1087,Kepler-1087 b,0.693842855
Kepler-1205,Kepler-1205 b,1.078390352
Kepler-1206,Kepler-1206 b,1.216997663
Kepler-1248,Kepler-1248 b,7.46725407
Kepler-1249,Kepler-1249 b,24.3347127
Kepler-1153,Kepler-1153 b,1.755835327
Kepler-1155,Kepler-1155 b,33.469743
Kepler-1091,Kepler-1091 b,1.434741564
Kepler-1092,Kepler-1092 b,58.6017925
Kepler-1210,Kepler-1210 b,8.07124073
Kepler-1207,Kepler-1207 b,13.68237119
Kepler-1250,Kepler-1250 b,2.607543834
Kepler-1251,Kepler-1251 b,45.0904643
Kepler-1093,Kepler-1093 b,25.0824626
Kepler-1094,Kepler-1094 b,78.1000231
Kepler-1212,Kepler-1212 b,12.94130146
Kepler-1211,Kepler-1211 b,11.01816836
Kepler-1245,Kepler-1245 b,4.35409304
Kepler-1160,Kepler-1160 b,7.97034958
Kepler-1162,Kepler-1162 b,32.5637069
Kepler-1215,Kepler-1215 b,4.76703963
Kepler-1214,Kepler-1214 b,18.82634264
Kepler-1122,Kepler-1122 b,42.1917357
Kepler-1125,Kepler-1125 b,17.6700642
Kepler-1164,Kepler-1164 b,3.97599768
Kepler-1166,Kepler-1166 b,33.2406882
Kepler-1101,Kepler-1101 b,81.3151059
Kepler-1099,Kepler-1099 b,2.168452593
Kepler-516,Kepler-516 b,24.85462415
Kepler-1217,Kepler-1217 b,2.032325072
Kepler-1218,Kepler-1218 b,22.9221266
Kepler-1068,Kepler-1068 b,16.92344113
Kepler-1126,Kepler-1126 b,108.593329
Kepler-1168,Kepler-1168 b,55.8226539
Kepler-1103,Kepler-1103 b,19.79191978
Kepler-1102,Kepler-1102 b,51.3285623
Kepler-1221,Kepler-1221 b,12.00096042
Kepler-1130,Kepler-1130 b,5.45298175
Kepler-1169,Kepler-1169 b,6.11009134
Kepler-1107,Kepler-1107 b,0.571038518
Kepler-1105,Kepler-1105 b,4.421572182
Kepler-1222,Kepler-1222 b,1.916944254
Kepler-1223,Kepler-1223 b,16.301259
Kepler-1131,Kepler-1131 b,3.53232449
Kepler-1133,Kepler-1133 b,11.55562343
Kepler-1171,Kepler-1171 b,1.44259224
Kepler-480,Kepler-480 b,4.919583795
Kepler-1172,Kepler-1172 b,26.0204423
Kepler-1109,Kepler-1109 b,37.6467384
Kepler-1110,Kepler-1110 b,9.69312032
Kepler-1224,Kepler-1224 b,13.32351601
Kepler-510,Kepler-510 b,19.55659418
Kepler-1069,Kepler-1069 b,23.8990296
Kepler-1134,Kepler-1134 b,17.13263989
Kepler-1173,Kepler-1173 b,0.7698536
HD 290327,HD 290327 b,2443.0
Kepler-825,Kepler-825 c,8.1818246
Kepler-804,Kepler-804 c,9.65185017
Kepler-1228,Kepler-1228 b,0.577369579
Kepler-1227,Kepler-1227 b,94.2887577
Kepler-1135,Kepler-1135 b,76.957857
Kepler-1070,Kepler-1070 b,6.2216147
Kepler-1176,Kepler-1176 b,24.1738579
HD 4203,HD 4203 b,431.88
Kepler-1357,Kepler-1357 b,3.0091324
Kepler-1359,Kepler-1359 b,59.4970952
Kepler-304,Kepler-304 e,1.499146953
Kepler-1273,Kepler-1273 b,28.625653
Kepler-1274,Kepler-1274 b,6.98152703
Kepler-1315,Kepler-1315 b,0.84338011
Kepler-1316,Kepler-1316 b,87.9732136
Kepler-1361,Kepler-1361 b,3.57554956
Kepler-1362,Kepler-1362 b,136.205626
Kepler-537,Kepler-537 b,3.247555219
Kepler-758,Kepler-758 e,8.1934719
Kepler-1275,Kepler-1275 b,3.65691115
Kepler-1276,Kepler-1276 b,12.5720095
Kepler-1317,Kepler-1317 b,0.568874427
Kepler-1318,Kepler-1318 b,213.257663
Kepler-1364,Kepler-1364 b,13.32196237
Kepler-1365,Kepler-1365 b,7.69993485
Kepler-722,Kepler-722 c,105.144749
Kepler-763,Kepler-763 b,1.19655156
Kepler-1279,Kepler-1279 b,23.4774101
Kepler-1320,Kepler-1320 b,0.868386528
Kepler-525,Kepler-525 b,18.68404933
Kepler-1367,Kepler-1367 b,1.574090272
Kepler-770,Kepler-770 c,1.475322314
Kepler-1280,Kepler-1280 b,66.5579057
Kepler-1282,Kepler-1282 b,2.131946513
Kepler-1323,Kepler-1323 b,0.929906678
Kepler-1325,Kepler-1325 b,33.8786838
Kepler-526,Kepler-526 b,5.458498316
Kepler-1368,Kepler-1368 b,0.675649486
Kepler-783,Kepler-783 b,4.29264638
Kepler-887,Kepler-887 c,7.63846023
Kepler-1283,Kepler-1283 b,12.9460978
Kepler-1285,Kepler-1285 b,14.7967458
Kepler-1327,Kepler-1327 b,14.88801098
Kepler-527,Kepler-527 b,13.28535633
Kepler-1369,Kepler-1369 b,25.873148
Kepler-1311,Kepler-1311 b,11.1726994
Kepler-1288,Kepler-1288 b,2.76122421
Kepler-1328,Kepler-1328 b,4.52158888
Kepler-1331,Kepler-1331 b,0.789161653
Kepler-1371,Kepler-1371 b,3.4462039
Kepler-1289,Kepler-1289 b,7.99019627
Kepler-512,Kepler-512 b,34.43587975
Kepler-1332,Kepler-1332 b,11.87456832
Kepler-1334,Kepler-1334 b,15.64591713
Kepler-1391,Kepler-1391 b,54.4092333
Kepler-1290,Kepler-1290 b,4.69500134
Kepler-1293,Kepler-1293 b,5.57654784
Kepler-1335,Kepler-1335 b,6.26406846
Kepler-1336,Kepler-1336 b,23.198681
Kepler-1378,Kepler-1378 b,11.95398936
Kepler-1377,Kepler-1377 b,0.740928422
Kepler-1294,Kepler-1294 b,115.6862258
Kepler-1337,Kepler-1337 b,24.4002549
Kepler-1381,Kepler-1381 b,25.3842686
Kepler-1382,Kepler-1382 b,16.3583055
Kepler-1365,Kepler-1365 c,4.77468005
Kepler-1296,Kepler-1296 b,8.3839865
Kepler-1297,Kepler-1297 b,1.68189002
Kepler-1341,Kepler-1341 b,132.9968322
Kepler-1383,Kepler-1383 b,13.9093583
Kepler-1384,Kepler-1384 b,15.36262753
Kepler-1258,Kepler-1258 b,0.984940167
Kepler-1298,Kepler-1298 b,7.12811928
Kepler-1344,Kepler-1344 b,4.7683049
Kepler-1346,Kepler-1346 b,3.40165668
Kepler-1259,Kepler-1259 b,0.663085258
Kepler-1261,Kepler-1261 b,48.4308991
Kepler-1302,Kepler-1302 b,8.83922659
Kepler-1347,Kepler-1347 b,14.00947528
Kepler-1349,Kepler-1349 b,2.12823928
Kepler-80,Kepler-80 f,0.9867873
Kepler-725,Kepler-725 c,207.541
Kepler-223,Kepler-223 b,7.38449
KOI-12,Kepler-448 c,2500.0
Kepler-32,Kepler-32 e,2.896
LTT 1445 A,LTT 1445 A b,5.35876
Kepler-1304,Kepler-1304 b,16.1288853
Kepler-515,Kepler-515 b,19.96371318
Kepler-755,Kepler-755 c,2.853133644
Kepler-532,Kepler-532 b,12.92491623
Kepler-1264,Kepler-1264 b,0.968526023
Kepler-1306,Kepler-1306 b,16.29595382
Kepler-1307,Kepler-1307 b,18.01621096
Kepler-1352,Kepler-1352 b,1.877882748
Kepler-533,Kepler-533 b,28.51120525
Kepler-524,Kepler-524 b,7.97419807
Kepler-1267,Kepler-1267 b,13.0313945
Kepler-1309,Kepler-1309 b,28.8432647
Kepler-1310,Kepler-1310 b,0.679336272
Kepler-1354,Kepler-1354 b,76.613377
Kepler-1355,Kepler-1355 b,1.289588112
Kepler-534,Kepler-534 b,15.95994513
Kepler-1208,Kepler-1208 b,11.08507637
Kepler-1271,Kepler-1271 b,3.0255955
Kepler-1312,Kepler-1312 b,5.448325286
Kepler-1415,Kepler-1415 b,0.63642408
Kepler-1414,Kepler-1414 b,3.51576315
Kepler-1547,Kepler-1547 b,0.692979676
Kepler-1548,Kepler-1548 b,124.828679
Kepler-1581,Kepler-1581 b,6.28385491
Kepler-1580,Kepler-1580 b,56.6449279
Kepler-1582,Kepler-1582 b,4.83817712
Kepler-690,Kepler-690 b,7.748094374
Kepler-1615,Kepler-1615 b,47.3126192
Kepler-1616,Kepler-1616 b,6.76284377
Kepler-1418,Kepler-1418 b,22.4764425
Kepler-1549,Kepler-1549 b,214.886545
Kepler-482,Kepler-482 b,56.35418576
Kepler-1583,Kepler-1583 b,9.32807355
Kepler-1617,Kepler-1617 b,27.4785572
Kepler-629,Kepler-629 b,7.2385854
Kepler-1421,Kepler-1421 b,6.9131112
Kepler-1551,Kepler-1551 b,24.4973698
Kepler-1552,Kepler-1552 b,184.771853
Kepler-1586,Kepler-1586 b,15.6049212
Kepler-1587,Kepler-1587 b,9.4060467
Kepler-1618,Kepler-1618 b,6.10826019
Kepler-621,Kepler-621 b,2.628113746
Kepler-1426,Kepler-1426 b,14.2563227
Kepler-154,Kepler-154 f,9.91935684
Kepler-685,Kepler-685 b,1.6255222
Kepler-1165,Kepler-1165 b,9.478522
Kepler-1588,Kepler-1588 b,7.84931739
Kepler-686,Kepler-686 b,1.594745463
Kepler-1428,Kepler-1428 b,10.67607169
Kepler-1429,Kepler-1429 b,4.48487493
Kepler-1554,Kepler-1554 b,198.088774
Kepler-541,Kepler-541 b,5.08005848
Kepler-1591,Kepler-1591 b,8.18504949
Kepler-1621,Kepler-1621 b,92.263714
Kepler-1622,Kepler-1622 b,10.8118737
Kepler-1431,Kepler-1431 b,5.86601526
Kepler-1432,Kepler-1432 b,23.9109011
Kepler-1555,Kepler-1555 b,8.10501635
Kepler-1556,Kepler-1556 b,8.82713457
Kepler-544,Kepler-544 b,21.41616926
Kepler-1446,Kepler-1446 b,0.689967832
Kepler-1433,Kepler-1433 b,4.13592271
Kepler-1557,Kepler-1557 b,3.74032496
Kepler-577,Kepler-577 b,25.69578251
Kepler-1596,Kepler-1596 b,66.373379
Kepler-1436,Kepler-1436 b,9.705716
Kepler-1437,Kepler-1437 b,10.9295461
Kepler-1560,Kepler-1560 b,3.03195744
Kepler-466,Kepler-466 b,51.07926307
Kepler-403,Kepler-403 d,13.61159129
Kepler-694,Kepler-694 b,6.365841612
Kepler-1623,Kepler-1623 b,4.36128348
Kepler-1444,Kepler-1444 b,33.42035034
Kepler-1561,Kepler-1561 b,1.005207007
Kepler-1601,Kepler-1601 b,2.20921951
Kepler-631,Kepler-631 b,17.97979059
Kepler-632,Kepler-632 b,30.99660733
Kepler-1441,Kepler-1441 b,39.4419839
Kepler-683,Kepler-683 b,2.539183179
Kepler-597,Kepler-597 b,13.02365861
Kepler-1603,Kepler-1603 b,2.27163926
Kepler-1398,Kepler-1398 c,4.13827595
Kepler-1398,Kepler-1398 b,2.78815679
Kepler-1399,Kepler-1399 b,1.638653058
Kepler-549,Kepler-549 c,117.040498
Kepler-684,Kepler-684 b,6.770302008
Kepler-1566,Kepler-1566 b,0.539915238
Kepler-1606,Kepler-1606 b,196.435224
Kepler-1400,Kepler-1400 b,9.06689421
Kepler-1402,Kepler-1402 b,2.03387914
Kepler-543,Kepler-543 b,13.89961966
Kepler-1607,Kepler-1607 b,13.6473676
Kepler-1608,Kepler-1608 b,16.4735686
Kepler-1403,Kepler-1403 b,5.19492202
Kepler-1404,Kepler-1404 b,15.9314739
Kepler-198,Kepler-198 d,1.31184443
Kepler-192,Kepler-192 d,6.47027579
Kepler-1572,Kepler-1572 b,5.49548621
Kepler-1574,Kepler-1574 b,6.9424334
Kepler-578,Kepler-578 b,1.616883696
Kepler-1406,Kepler-1406 b,11.62905828
Kepler-1407,Kepler-1407 b,20.0711504
Kepler-625,Kepler-625 c,4.1653651
Kepler-1245,Kepler-1245 c,2.936584681
Kepler-689,Kepler-689 b,22.36656079
Kepler-1408,Kepler-1408 b,2.99793191
Kepler-1411,Kepler-1411 b,86.1150888
Kepler-1542,Kepler-1542 b,3.95116882
Kepler-625,Kepler-625 b,7.75192492
Kepler-626,Kepler-626 b,14.48585199
Kepler-1413,Kepler-1413 b,13.1829642
Kepler-1412,Kepler-1412 b,3.6146051
Kepler-1544,Kepler-1544 b,168.811174
Kepler-1085,Kepler-1085 b,219.3217528
Kepler-1626,Kepler-1626 b,4.13962966
Kepler-641,Kepler-641 b,9.48961571
Kepler-1465,Kepler-1465 b,31.8277111
Kepler-1466,Kepler-1466 b,31.1750448
Kepler-1507,Kepler-1507 b,16.0506213
Kepler-1508,Kepler-1508 b,20.7056504
Kepler-1506,Kepler-1506 b,14.0329154
Kepler-1524,Kepler-1524 b,70.9674603
Kepler-639,Kepler-639 b,10.21420496
Kepler-1468,Kepler-1468 b,8.23984869
Kepler-1509,Kepler-1509 b,25.4338197
Kepler-1510,Kepler-1510 b,84.703921
Kepler-1525,Kepler-1525 b,2.416601183
Kepler-1086,Kepler-1086 c,161.5163345
Kepler-1526,Kepler-1526 b,3.908632005
Kepler-642,Kepler-642 b,4.41745855
Kepler-1469,Kepler-1469 b,21.8635301
Kepler-633,Kepler-633 b,8.50340718
Kepler-1511,Kepler-1511 b,23.2382792
Kepler-1527,Kepler-1527 b,160.129918
Kepler-1628,Kepler-1628 b,76.378033
Kepler-712,Kepler-712 b,21.02247699
Kepler-1470,Kepler-1470 b,16.2950903
Kepler-1471,Kepler-1471 b,3.63899398
Kepler-546,Kepler-546 b,4.147020258
Kepler-1528,Kepler-1528 b,1.791110205
Kepler-1631,Kepler-1631 b,4.09513932
Kepler-1630,Kepler-1630 b,509.997402
Kepler-1632,Kepler-1632 b,448.303558
Kepler-1473,Kepler-1473 b,14.4273551
Kepler-1472,Kepler-1472 b,38.1312831
Kepler-111,Kepler-111 b,3.341815
Kepler-598,Kepler-598 b,3.70175428
Kepler-472,Kepler-472 b,4.176255514
Kepler-1633,Kepler-1633 b,186.404271
Kepler-1477,Kepler-1477 b,11.55530021
Kepler-1475,Kepler-1475 b,82.177374
Kepler-599,Kepler-599 b,15.65562652
Kepler-969,Kepler-969 c,1.682934604
Kepler-1531,Kepler-1531 b,1.138543376
Kepler-585,Kepler-585 b,2.752359753
Kepler-489,Kepler-489 b,17.276296119
Kepler-1535,Kepler-1535 b,138.9442
Kepler-1483,Kepler-1483 b,9.5085156
Kepler-545,Kepler-545 b,13.24934059
Kepler-1016,Kepler-1016 c,105.6551369
WASP-21,WASP-21 b,4.322482
Kepler-1536,Kepler-1536 b,364.758031
Kepler-1636,Kepler-1636 b,425.47785
Kepler-1637,Kepler-1637 b,6.10960324
Kepler-1486,Kepler-1486 b,54.6495759
Kepler-1485,Kepler-1485 b,19.9157725
Kepler-696,Kepler-696 b,4.190425575
Kepler-1488,Kepler-1488 b,39.8189932
Kepler-1031,Kepler-1031 b,1.22621732
Kepler-1409,Kepler-1409 b,0.764864926
Kepler-1425,Kepler-1425 b,14.4541302
Kepler-1448,Kepler-1448 b,12.27065865
Kepler-1449,Kepler-1449 b,13.2274528
Kepler-1517,Kepler-1517 b,5.546083665
Kepler-698,Kepler-698 b,16.32976218
Kepler-607,Kepler-607 b,0.638163204
Kepler-1450,Kepler-1450 b,54.5094166
Kepler-580,Kepler-580 b,8.222419656
Kepler-1495,Kepler-1495 b,85.273256
Kepler-1493,Kepler-1493 b,15.0217983
Kepler-1519,Kepler-1519 b,240.7989397
Kepler-1454,Kepler-1454 b,47.0319479
Kepler-707,Kepler-707 b,2.237492751
Kepler-1452,Kepler-1452 b,42.913751
Kepler-1497,Kepler-1497 b,8.74199772
Kepler-1496,Kepler-1496 b,64.6588017
Kepler-29,Kepler-29 c,13.28613
Kepler-602,Kepler-602 b,15.28469497
Kepler-640,Kepler-640 b,22.24813967
Kepler-1458,Kepler-1458 b,47.9872764
Kepler-1457,Kepler-1457 b,51.1110243
Kepler-1498,Kepler-1498 b,48.051405
Kepler-1073,Kepler-1073 c,4.02582254
Kepler-701,Kepler-701 b,10.35533177
Kepler-708,Kepler-708 b,3.167891938
Kepler-229,Kepler-229 b,6.252972
Kepler-1460,Kepler-1460 b,29.9633247
Kepler-1461,Kepler-1461 b,29.3494775
Kepler-1503,Kepler-1503 b,96.16987
Kepler-1521,Kepler-1521 b,47.14840805
Kepler-1522,Kepler-1522 b,1.847889171
Kepler-583,Kepler-583 b,6.5100253
Kepler-1463,Kepler-1463 b,25.15864
Kepler-1462,Kepler-1462 b,65.6488341
Kepler-1464,Kepler-1464 b,31.7785901
Kepler-1504,Kepler-1504 b,82.304003
Kepler-1505,Kepler-1505 b,30.8609366
Kepler-570,Kepler-570 b,4.301662003
Kepler-667,Kepler-667 b,41.43962808
HATS-28,HATS-28 b,3.1810781
HATS-27,HATS-27 b,4.637038
Kepler-475,Kepler-475 b,3.105508189
Kepler-738,Kepler-738 b,24.58721573
Kepler-652,Kepler-652 b,4.182002531
Kepler-668,Kepler-668 b,8.35390639
Kepler-669,Kepler-669 b,4.125546869
K2-33,K2-33 b,5.424865
HATS-30,HATS-30 b,3.1743516
Kepler-1644,Kepler-1644 b,21.0907758
Kepler-1645,Kepler-1645 b,16.1779561
Kepler-739,Kepler-739 b,12.53248465
Kepler-671,Kepler-671 b,4.280958588
Kepler-571,Kepler-571 b,4.798599388
K2-5,K2-5 b,5.73594
HATS-15,HATS-15 b,1.74748753
Kepler-726,Kepler-726 b,21.80451088
Kepler-1143,Kepler-1143 c,210.630591
Kepler-564,Kepler-564 b,3.750832285
Kepler-653,Kepler-653 b,14.70748976
Kepler-154,Kepler-154 d,20.54981883
Kepler-673,Kepler-673 b,3.728731093
K2-16,K2-16 b,7.6188
Kepler-742,Kepler-742 b,8.360868238
Kepler-148,Kepler-148 d,51.84688575
Kepler-501,Kepler-501 b,5.640677572
K2-8,K2-8 c,5.06416
Kepler-1534,Kepler-1534 b,5.71668872
Kepler-655,Kepler-655 b,46.4063358
Kepler-616,Kepler-616 b,9.99761851
Kepler-677,Kepler-677 b,6.57531678
NGC 2682 YBP 1194,NGC 2682 YBP 1194 b,6.959
NGC 2682 YBP 1514,NGC 2682 YBP 1514 b,5.118
Kepler-656,Kepler-656 b,1.260259094
Kepler-587,Kepler-587 b,10.94027841
Kepler-483,Kepler-483 b,30.229104
Kepler-679,Kepler-679 b,12.39358604
K2-48,K2-48 b,20.5065
K2-47,K2-47 b,31.6372
Kepler-610,Kepler-610 b,6.996926554
Kepler-1542,Kepler-1542 e,5.10115756
Kepler-1600,Kepler-1600 b,386.370548
Kepler-623,Kepler-623 b,9.07097734
Kepler-680,Kepler-680 b,3.689926291
Kepler-681,Kepler-681 b,26.39435646
K2-37,K2-37 d,14.09189
WASP-113,WASP-113 b,4.54216874538
WASP-114,WASP-114 b,1.5487743
Kepler-727,Kepler-727 b,5.154484417
Kepler-1518,Kepler-1518 b,5.11177904
Kepler-554,Kepler-554 b,1.902208556
Kepler-596,Kepler-596 b,21.30022655
Kepler-1185,Kepler-1185 b,104.3518976
Kepler-650,Kepler-650 b,3.032145588
Kepler-661,Kepler-661 b,6.029301321
Kepler-589,Kepler-589 b,16.54964934
Kepler-682,Kepler-682 b,12.611906672
Kepler-574,Kepler-574 b,7.65880414
Kepler-728,Kepler-728 b,5.743477265
Kepler-566,Kepler-566 b,18.42794624
CoRoT-1,CoRoT-1 b,1.5089557
Kepler-108,Kepler-108 b,49.183921
KELT-10,KELT-10 b,4.1662739
Kepler-719,Kepler-719 b,5.007317779
Kepler-559,Kepler-559 b,17.58752333
Kepler-548,Kepler-548 b,4.454194338
Kepler-1629,Kepler-1629 b,3.87595807
WASP-119,WASP-119 b,2.49979
Kepler-645,Kepler-645 b,3.275822621
Kepler-720,Kepler-720 b,4.708326542
Kepler-731,Kepler-731 b,3.855603551
Kepler-646,Kepler-646 b,15.87364565
Kepler-547,Kepler-547 b,6.010384289
Kepler-606,Kepler-606 b,24.31575992
Kepler-734,Kepler-734 b,6.104852856
Kepler-590,Kepler-590 b,5.85296257
Kepler-567,Kepler-567 b,16.54297375
HD 221585,HD 221585 b,1173.0
Kepler-721,Kepler-721 b,5.392025388
Kepler-1640,Kepler-1640 b,7.5844126
Kepler-736,Kepler-736 b,3.60147201
Kepler-613,Kepler-613 b,15.77979614
Kepler-619,Kepler-619 b,5.404272197
Kepler-665,Kepler-665 b,16.01310205
KELT-14,KELT-14 b,1.7100566
WASP-120,WASP-120 b,3.6112706
Kepler-614,Kepler-614 b,14.03491514
HATS-25,HATS-25 b,4.2986432
HATS-26,HATS-26 b,3.3023881
Kepler-609,Kepler-609 b,6.521210666
Kepler-615,Kepler-615 b,10.35584657
Kepler-506,Kepler-506 b,6.8834055
WASP-130,WASP-130 b,11.55098
GJ 536,GJ 536 b,8.7076
WASP-139,WASP-139 b,5.924262
GJ 3138,GJ 3138 d,257.8
K2-75,K2-75 b,7.8142
K2-75,K2-75 c,18.311
K2-125,K2-125 b,21.750264
WASP-141,WASP-141 b,3.310651
WASP-142,WASP-142 b,2.052868
GJ 273,GJ 273 b,18.6498
K2-80,K2-80 c,5.605
K2-83,K2-83 b,2.74697
K2-130,K2-130 b,2.49412
GJ 3293,GJ 3293 e,13.2543
GJ 3293,GJ 3293 d,48.1345
HAT-P-67,HAT-P-67 b,4.8101025
K2-83,K2-83 c,9.99767
K2-84,K2-84 b,6.4215
K2-35,K2-35 b,2.399964
HATS-32,HATS-32 b,2.8126548
K2-86,K2-86 b,8.77683
K2-88,K2-88 b,4.6122
K2-116,K2-116 b,4.655411
HATS-35,HATS-35 b,1.8209993
HATS-34,HATS-34 b,2.1061607
HD 86950,HD 86950 b,1270.0
Qatar-4,Qatar-4 b,1.8053564
Qatar-5,Qatar-5 b,2.8792319
K2-91,K2-91 b,1.419549
K2-89,K2-89 b,1.096026
K2-72,K2-72 c,15.189034
K2-72,K2-72 e,24.158868
XO-6,XO-6 b,3.7650007
K2-60,K2-60 b,3.00265
TYC 4282-00605-1,TYC 4282-00605-1 b,101.54
GJ 1148,GJ 1148 b,41.38
WASP-53,WASP-53 b,3.3098443
WASP-53,WASP-53 c,2840.0
Kepler-1170,Kepler-1170 b,9.98969327
HD 20794,HD 20794 e,147.02
Kepler-60,Kepler-60 b,7.1334
Kepler-959,Kepler-959 b,14.80074836
Kepler-79,Kepler-79 d,52.0902
GJ 1148,GJ 1148 c,532.58
WASP-81,WASP-81 b,2.7164762
HD 59686 A,HD 59686 A b,299.36
WASP-153,WASP-153 b,3.332609
Kepler-1651,Kepler-1651 b,9.87863917
HD 87646,HD 87646 b,13.481
HD 37124,HD 37124 b,154.378
HD 34445,HD 34445 c,214.67
HD 34445,HD 34445 e,49.175
GJ 887,GJ 887 b,9.262
HATS-22,HATS-22 b,4.7228124
HD 219134,HD 219134 b,3.092926
K2-58,K2-58 b,7.05254
HD 37124,HD 37124 c,885.5
tau Cet,tau Cet g,20.0
HD 34445,HD 34445 g,5700.0
NGTS-1,NGTS-1 b,2.647298
HD 219134,HD 219134 c,6.76458
HD 219134,HD 219134 d,46.859
K2-59,K2-59 c,11.2954
K2-62,K2-62 b,6.67202
tau Cet,tau Cet e,162.87
tau Cet,tau Cet f,636.13
Kepler-1652,Kepler-1652 b,38.09722
Kepler-20,Kepler-20 g,34.94
NGC 2682 Sand 978,NGC 2682 Sand 978 b,511.21
K2-62,K2-62 c,16.1966
K2-63,K2-63 c,25.4556
WASP-105,WASP-105 b,7.87288
HD 9174,HD 9174 b,1179.0
GJ 3293,GJ 3293 c,122.6196
GJ 3293,GJ 3293 b,30.5987
Wolf 1061,Wolf 1061 b,4.8869
K2-64,K2-64 b,6.53044
K2-65,K2-65 b,12.6475
Kepler-1817,Kepler-1817 b,44.29919815
HD 128356,HD 128356 b,298.2
HD 147873,HD 147873 c,491.54
Wolf 1061,Wolf 1061 c,17.8719
K2-69,K2-69 b,7.06599
K2-70,K2-70 b,13.97896
GJ 625,GJ 625 b,14.628
HD 165155,HD 165155 b,434.5
GJ 3138,GJ 3138 c,5.974
K2-73,K2-73 b,7.49543
K2-74,K2-74 b,19.5666
K2-21,K2-21 c,15.50192
HAT-P-22,HAT-P-22 b,3.21222
HAT-P-24,HAT-P-24 b,3.35524
HD 17092,HD 17092 b,359.89999
HD 171028,HD 171028 b,550.0
HATS-52,HATS-52 b,1.36665436
KELT-19 A,KELT-19 A b,4.6117093
K2-171,K2-171 b,5.628466
K2-170,K2-170 b,7.576544
HAT-P-30,HAT-P-30 b,2.8106
HD 177830,HD 177830 b,410.10001
HD 181433,HD 181433 b,9.3743
HD 238914,HD 238914 b,4100.0
K2-190,K2-190 b,10.098858
K2-172,K2-172 b,14.316941
K2-191,K2-191 b,2.858646
HAT-P-31,HAT-P-31 b,5.00542
BD+48 740,BD+48 740 b,733.0
K2-194,K2-194 b,39.721386
K2-200,K2-200 b,2.849883
HAT-P-5,HAT-P-5 b,2.78849
HD 100655,HD 100655 b,157.57001
HD 2039,HD 2039 b,1120.0
HD 20868,HD 20868 b,380.85001
K2-149,K2-149 b,11.332
K2-150,K2-150 b,10.59357
K2-179,K2-179 b,5.172191
K2-173,K2-173 b,5.868699
HD 215152,HD 215152 b,5.75999
HD 101930,HD 101930 b,70.46
